id,title,artist_channel,language,era,popularity,views,likes,duration_seconds,duration,published_at,youtube_video_id,youtube_url
1,New Song 2026 | New Hindi Song | Teri Yaad Satati Hai | Shahid Kapoor | Alia Bhatt | Romantic Song,Prakash Jojawar,Hindi,2020s,Medium,338208,2150,316,5:16,2026-08-24T02:10:06Z,1OJF22PtAQQ,https://www.youtube.com/watch?v=1OJF22PtAQQ
2,New Song 2026 | New Hindi Song | Mohabbat Hui Hai | Yash | Kiara Advani | New Song,Sagar Bairagi,Hindi,2020s,Low,22282,304,271,4:31,2026-08-24T13:30:02Z,HMjRyqDW18E,https://www.youtube.com/watch?v=HMjRyqDW18E
3,"Gehra Hua - Lyrical (Full Version) | Dhurandhar, Ranveer Singh, Sara A,Shashwat Sachdev,Arijit Singh",Saregama Music,Hindi,2020s,Top Hit,178414304,634915,364,6:04,2026-03-25T11:08:25Z,GVizJ_jpUnw,https://www.youtube.com/watch?v=GVizJ_jpUnw
4,New Song 2026 | New Hindi Song | Dil Haar Gaya | Emraan Hashmi | Disha Patani | Bollywood New Song,Prakash Jojawar,Hindi,2020s,Medium,400830,2482,242,4:02,2026-08-22T02:14:08Z,F4Rd4-0qZL8,https://www.youtube.com/watch?v=F4Rd4-0qZL8
5,Kuch Kuch Hota Hai (Title Track) - 8K/4K Music Video | Shahrukh Khan | Kajol | Rani | Jatin & Lalit,Sony Music India,Hindi,2020s,Very Popular,52056521,227454,309,5:09,2026-03-25T10:30:21Z,_1KqB_17dJE,https://www.youtube.com/watch?v=_1KqB_17dJE
6,New Song 2026 | New Hindi Song | Rihayi De Dil | Yash | Raashi Khanna | New Song,Gaurav Mali,Hindi,2020s,Medium,123073,648,300,5:00,2026-08-23T14:59:20Z,GVf1XJUI8iI,https://www.youtube.com/watch?v=GVf1XJUI8iI
7,DIL KE BADLE SANAM,Udit Narayan - Topic,English/International,2010s,Very Popular,27917824,181203,258,4:18,2015-01-19T05:06:45Z,2LFNbp2_NNY,https://www.youtube.com/watch?v=2LFNbp2_NNY
8,Sheesha (Official Music Video) | Mitta Ror ft. Swara Verma | Sorab Bedi | Niharika Tiwari,Sony Music India,Hindi,2020s,Top Hit,242769536,1424374,195,3:15,2026-03-19T04:30:07Z,aRNfSqsgrgE,https://www.youtube.com/watch?v=aRNfSqsgrgE
9,"Shararat - 8K Video | Dhurandhar | Ranveer Singh, Shashwat S, Jasmine, Madhubanti, Ayesha, Krystle",Saregama Music,Hindi,2020s,Top Hit,124850579,422342,227,3:47,2026-05-04T07:23:07Z,v5jVX0QYwQo,https://www.youtube.com/watch?v=v5jVX0QYwQo
10,Kiska Hai Ye Tumko Intezar Main Hoon Na - Shahrukh Khan | Sonu Nigam | 90s Hits Hindi Songs,AKS Music Studios,Hindi,2020s,Very Popular,25854267,119619,408,6:48,2024-01-13T05:51:59Z,Op_UWVBWj3c,https://www.youtube.com/watch?v=Op_UWVBWj3c
11,Chaahat ❤️ | Salman Khan & Rashmika Mandana | New Hindi Romantic Song 2026 | Nagesh Biswal,Nagesh Biswal,Hindi,2020s,Low,18867,188,346,5:46,2026-08-24T04:02:23Z,Q_vtQCblZVo,https://www.youtube.com/watch?v=Q_vtQCblZVo
12,"Aksar Is Duniya Mein - HD | Akshay Kumar, Sunil Shetty, Mahima Chaudhary | Dhadkan Song, Alka Yagnik",MusicBird Studio,English/International,2020s,Very Popular,18510830,67621,360,6:00,2026-04-25T01:51:28Z,H8g7_YNPQ_g,https://www.youtube.com/watch?v=H8g7_YNPQ_g
13,"Aankhon Se Tune 2.0 | Bhai Tera Star Hai | Raghav, Niharika | Lijo, Dev, Palak, Kumar, Alka, Mohsin",Tips Official,Hindi,2020s,Very Popular,46859284,388871,229,3:49,2026-07-22T07:15:20Z,LX2zshAgECQ,https://www.youtube.com/watch?v=LX2zshAgECQ
14,JAIYE SAJANA (Video): Dhurandhar The Revenge | Ranveer Singh | Shashwat S | Satinder S | Jasmine S,T-Series,Hindi,2020s,Top Hit,272237512,1364631,152,2:32,2026-03-29T06:42:01Z,F2m4HPLvj-4,https://www.youtube.com/watch?v=F2m4HPLvj-4
15,"Aadmi Khilona Hai (I) | Alka Yagnik | Aadmi Khilona Hai 1993 Songs | Meenakshi Sheshadri, Jeetendra",Goldmines Gaane Sune Ansune,English/International,2010s,Top Hit,132431161,367814,312,5:12,2015-09-30T04:35:08Z,D6py1vBNkmA,https://www.youtube.com/watch?v=D6py1vBNkmA
16,New Song 2026 | New Hindi Song | Tanhayi Reh Gayi | Yash | Kiara Advani | New Song,Gaurav Mali,Hindi,2020s,Medium,430856,1899,327,5:27,2026-08-21T15:01:34Z,UcfD5Iuxg40,https://www.youtube.com/watch?v=UcfD5Iuxg40
17,"Bandhu 2.0 | Shahid, Kriti, Rashmika| Pritam | Kavita | Neeraj | Irshad K | Cocktail 2 | 19th June",Sony Music India,Hindi,2020s,Very Popular,51472735,400424,186,3:06,2026-06-17T08:50:17Z,0RxUcKE13ZI,https://www.youtube.com/watch?v=0RxUcKE13ZI
18,"Saajanji Ghar Aaaye - 8K/4K Music Video | Salman Khan, Kajol | Jatin Lalit | Kuch Kuch Hota Hai",Sony Music India,Hindi,2020s,Very Popular,44787405,135252,436,7:16,2026-01-10T10:30:32Z,XWmon1qR6pM,https://www.youtube.com/watch?v=XWmon1qR6pM
19,"Aa Ab Laut Chalen Title Track 💖 8K Video Song (1999) | Udit Narayan, Alka Yagnik",Romantic Gaane,English/International,2020s,Popular,5583503,21061,295,4:55,2026-02-03T07:30:55Z,HAWQgrijALY,https://www.youtube.com/watch?v=HAWQgrijALY
20,"Kya Yahi Pyar Hai (Lyrical Video) | Lata Mangeshkar, Kishore Kumar | Revibe | Hindi Songs",Universal Music India,Hindi,2020s,Very Popular,18700588,83089,385,6:25,2023-09-05T08:30:05Z,L5cQa_QIjBA,https://www.youtube.com/watch?v=L5cQa_QIjBA
21,"Tumhi Ho Bandhu - 8K/4K Music Video | Saif Ai Khan, Deepika Padukone, Diana | Pritam | Cocktail",Sony Music India,Hindi,2020s,Very Popular,13857881,65474,286,4:46,2026-05-28T12:30:37Z,fyno2GRGgVg,https://www.youtube.com/watch?v=fyno2GRGgVg
22,"Aayega Maza Ab Barsaat Ka (From ""Andaaz"")",Alka Yagnik - Topic,English/International,2020s,Very Popular,20557677,148602,328,5:28,2025-06-17T07:07:12Z,zJRLK8Nhcns,https://www.youtube.com/watch?v=zJRLK8Nhcns
23,Banjaare | Barsaat x Spider-Man (Brand New Day Edition),Sony Music India,Hindi,2020s,Very Popular,17160173,258589,189,3:09,2026-07-28T06:32:20Z,42r8Stt-30w,https://www.youtube.com/watch?v=42r8Stt-30w
24,"Kabhi Kabhi Aditi 8K Video Song | Jaane Tu Ya Jaane Na | Imran Khan, Genelia Dsouza | A.R. Rahman",T-Series,Hindi,2020s,Popular,1708809,15202,210,3:30,2026-07-11T09:30:12Z,cSOvELyZbYY,https://www.youtube.com/watch?v=cSOvELyZbYY
25,"Sajan Tumse Pyar - Video Song | Udit Narayan, Alka Yagnik | Salman Khan, Sushmita Sen, Arshad Warsi",T-Series Bollywood Classics,Hindi,2020s,Very Popular,10376520,44980,238,3:58,2026-07-16T09:59:07Z,t0uuQOvOFFA,https://www.youtube.com/watch?v=t0uuQOvOFFA
26,Chand Sifarish,Shaan - Topic,English/International,2010s,Top Hit,144624900,868688,276,4:36,2019-11-04T11:55:49Z,ZaURV4XxdPI,https://www.youtube.com/watch?v=ZaURV4XxdPI
27,"Pal Pal Dil Ke Paas - Title | Arijit Singh | Karan Deol, Sahher | Parampara, Sachet, Rishi Rich",Zee Music Company,Hindi,2010s,Top Hit,350251876,3883099,183,3:03,2019-08-27T03:30:14Z,lgTHGZF3BQw,https://www.youtube.com/watch?v=lgTHGZF3BQw
28,"Dhamaal 4: SAREE MV | Sanju Rathod, Tanishk | Ajay Devgn, Ritiesh Deshmukh, Anjali, Arshad, Jaaved",T-Series,Hindi,2020s,Very Popular,34043883,197671,144,2:24,2026-06-27T13:00:06Z,zAEA3h529ZU,https://www.youtube.com/watch?v=zAEA3h529ZU
29,"Gehra Hua | Dhurandhar | Ranveer Singh, Sara Arjun, Shashwat Sachdev, Arijit Singh, Irshad Kamil",Saregama Music,Hindi,2020s,Top Hit,329977501,1787848,231,3:51,2025-11-28T13:39:01Z,GX9x62kFsVU,https://www.youtube.com/watch?v=GX9x62kFsVU
30,"Jeene Laga Hoon Lyrical - Ramaiya Vastavaiya|Girish Kumar, Shruti Haasan |Atif Aslam, Shreya Ghoshal",Tips Official,Hindi,2010s,Top Hit,946005957,5035628,202,3:22,2013-07-29T05:28:27Z,qpIdoaaPa6U,https://www.youtube.com/watch?v=qpIdoaaPa6U
31,DILBAR Full Song | Satyameva Jayate | John Abraham Nora Fatehi | Tanishk B Neha Kakkar Ikka Dhvani,T-Series,Hindi,2010s,Top Hit,715564710,2231112,177,2:57,2018-08-28T06:28:50Z,TRa9IMvccjg,https://www.youtube.com/watch?v=TRa9IMvccjg
32,Chunnari Chunnari - Biwi No.1 (1999) | Abhijeet | Anuradha Sriram | 90s Hindi Song,Nadeem Shravan Songs,Hindi,2020s,Top Hit,183307880,574381,316,5:16,2025-04-26T11:30:11Z,7SLGxEDyqWo,https://www.youtube.com/watch?v=7SLGxEDyqWo
33,"Tera Mera Rishta - New Version | Awarapan 2 | Emraan, Disha | Mithoon, Saaj, Sayeed, Mustafa",Sony Music India,Hindi,2020s,Very Popular,33868892,492814,372,6:12,2026-08-06T10:03:11Z,6rvUyBiBtik,https://www.youtube.com/watch?v=6rvUyBiBtik
34,"Ik Mulaqaat - Dream Girl | Ayushmann Khurrana, Nushrat Bharucha | Meet Bros Ft. Altamash F & Palak M",Zee Music Company,Hindi,2010s,Top Hit,392094024,2240882,157,2:37,2019-09-03T06:00:27Z,zing4uQ3dR4,https://www.youtube.com/watch?v=zing4uQ3dR4
35,"Badtameez Dil Full Song HD Yeh Jawaani Hai Deewani | PRITAM | Ranbir Kapoor, Deepika Padukone",T-Series,Hindi,2010s,Top Hit,548727750,2798598,271,4:31,2013-06-24T13:08:26Z,II2EO3Nw4m0,https://www.youtube.com/watch?v=II2EO3Nw4m0
36,Rana Ji 2.0 | Mahira Sharma | Tanishk Bagchi | Ila Arun | Alka Yagnik | Rajesh Roshan | Indeevar,Tips Official,Hindi,2020s,Very Popular,34983830,173373,229,3:49,2026-07-27T06:30:23Z,hPZcZpNn3KY,https://www.youtube.com/watch?v=hPZcZpNn3KY
37,Woh Tassavur Ka Aalam - Lyrical | Woh Pyaar Pyaar Pyaar | Udit & Alka | Aitraaz | Bollywood Hit Song,Bollywood Junction,Hindi,2020s,Popular,5568855,11126,262,4:22,2026-04-21T12:30:06Z,4WruHTfXe9Y,https://www.youtube.com/watch?v=4WruHTfXe9Y
38,"Psycho Saiyaan | Saaho | Prabhas, Shraddha Kapoor | Tanishk Bagchi, Dhvani Bhanushali, Sachet Tandon",T-Series,Hindi,2010s,Top Hit,379840127,2487468,132,2:12,2019-07-08T05:31:45Z,G81Ospnlctw,https://www.youtube.com/watch?v=G81Ospnlctw
39,"Chunnari Chunnari - Let’s Go | Hai Jawani Toh Ishq Hona Hai | Varun, Mrunal, Pooja | Akshay & IP",Tips Official,Hindi,2020s,Very Popular,91595243,496853,174,2:54,2026-05-26T06:45:04Z,J_d_Q3pTYcc,https://www.youtube.com/watch?v=J_d_Q3pTYcc
40,"Mashooqa (Full HD Video) Kriti Sanon, Shahid Kapoor, Rashmika Mandanna | Cocktail 2 Songs | Pritam",iPop Superhits,English/International,2020s,Very Popular,23263750,85381,227,3:47,2026-05-28T05:30:12Z,OdpCnQ7U1Qs,https://www.youtube.com/watch?v=OdpCnQ7U1Qs
41,"Tum Pe Marne Lage Hain 4k Hd Video Song  Shikaar  Udit Narayan, Alka Yagnik  Raj Babbar, Kanishka",Eman Kamal,English/International,2020s,Very Popular,22784035,108676,427,7:07,2022-03-04T05:01:58Z,z82EXNeYM3w,https://www.youtube.com/watch?v=z82EXNeYM3w
42,"Arijit Singh - Tujhko (from Cocktail 2) Rashmika Mandanna, Shahid Kapoor & Kriti | Love Song 2026",iPop Superhits,English/International,2020s,Very Popular,16392863,77635,337,5:37,2026-06-04T05:32:10Z,WWIfHemqSEA,https://www.youtube.com/watch?v=WWIfHemqSEA
43,"Sanam Teri Kasam - Lyrical Video | Himesh Reshammiya | Ankit Tiwari, Palak M  | Harshvardhan, Mawra",Sony Music India,Hindi,2020s,Top Hit,362263347,2033844,322,5:22,2025-02-07T08:00:42Z,kKljXVVkgS4,https://www.youtube.com/watch?v=kKljXVVkgS4
44,Inaam - Jasleen Royal Ft. Badshah | Ansh Chahal | Offical Lyrcial Video,Jasleen Royal,English/International,2020s,Very Popular,8989315,122676,179,2:59,2026-04-07T05:34:33Z,6CXKtmRjOto,https://www.youtube.com/watch?v=6CXKtmRjOto
45,"Tera Rang Balle Balle | Bobby, Preity | Jaspinder, Sonu | Soldier (1998) | Bollywood Dance Song",OG Bollywood Songs,Hindi,2020s,Popular,3901271,16871,291,4:51,2026-04-18T12:00:00Z,DwPucujLLkI,https://www.youtube.com/watch?v=DwPucujLLkI
46,Aaye Ho Meri Zindagi Mein | Udit Narayan | Aamir | Karisma | Evergreen Hindi Song,New Music Hindi,Hindi,2020s,Very Popular,45322043,171281,360,6:00,2025-01-08T03:30:04Z,CbFjVMEZA5k,https://www.youtube.com/watch?v=CbFjVMEZA5k
47,"Aavan Jaavan Song | WAR 2 | Hrithik Roshan, Kiara Advani | Pritam, Arijit Singh, Nikhita | Amitabh B",YRF,Hindi,2020s,Top Hit,160071023,857686,240,4:00,2025-07-31T05:41:16Z,enjkcCdAlXc,https://www.youtube.com/watch?v=enjkcCdAlXc
48,"Nachange Saari Raat Full Video Song | JUNOONIYAT | Pulkit Samrat,Yami Gautam| T-Series",T-Series,Hindi,2010s,Top Hit,651531113,2435969,249,4:09,2016-06-30T05:41:04Z,rxMmistOjCA,https://www.youtube.com/watch?v=rxMmistOjCA
49,"Dola Re Dola Re (official Music Video) Shahrukh Khan|Aishwarya Rai, Madhuri Dixit |Devdas|HindiSong",FalguniPathakVEVO,Hindi,2020s,Very Popular,44104370,143814,363,6:03,2025-10-01T11:43:31Z,iZ5UItyEpGE,https://www.youtube.com/watch?v=iZ5UItyEpGE
50,"Radha - 8K/4K Music Video | Alia, Varun, Sidharth | Shreya Ghoshal | Udit Narayan | SOTY",Sony Music India,Hindi,2020s,Very Popular,14869491,96153,286,4:46,2026-01-03T10:30:14Z,EIdVTM1lefk,https://www.youtube.com/watch?v=EIdVTM1lefk
51,New Song 2026 | New Hindi Song | Teri Yaadon ka Safar | Tiger Shroff | Sonam Bajwa | Romantic Song,Prakash Jojawar,Hindi,2020s,Popular,4899835,21961,353,5:53,2026-06-28T02:15:37Z,b3AzLLJpHLQ,https://www.youtube.com/watch?v=b3AzLLJpHLQ
52,"Lyrical | Tum Ho Toh Song | Saiyaara | Ahaan, Aneet | Vishal Mishra, Hansika Pareek | Raj Shekhar",YRF,Hindi,2020s,Top Hit,201999046,660321,317,5:17,2025-07-11T09:30:20Z,8SYPKQMW_2Q,https://www.youtube.com/watch?v=8SYPKQMW_2Q
53,"Aankhein Khuli Song | Mohabbatein | Shah Rukh Khan, Aishwarya Rai | Lata Mangeshkar, Udit Narayan",YRF,Hindi,2010s,Top Hit,657996633,3330476,536,8:56,2014-11-20T15:00:17Z,eM8Mjuq4MwQ,https://www.youtube.com/watch?v=eM8Mjuq4MwQ
54,"Tum Se(Full Video): Shahid, Kriti | Sachin-Jigar,Raghav,Varun,Indraneel |Teri Baaton Mein Uljha Jiya",T-Series,Hindi,2020s,Top Hit,264195760,851493,262,4:22,2024-02-26T12:32:57Z,Nnop2walGmM,https://www.youtube.com/watch?v=Nnop2walGmM
55,"DEEWANIYAT Title Track - Ek Deewane Ki Deewaniyat | Harshvardhan Sonam | Vishal ,KaushikGuddu,Kunaal",Play DMF,English/International,2020s,Top Hit,386534716,2262983,240,4:00,2025-08-29T05:30:01Z,Qo4IOTAbGAM,https://www.youtube.com/watch?v=Qo4IOTAbGAM
56,KK | Zara Sa - Audio Lyrical | Emraan Hashmi | Sonal Chauhan | Pritam | Sayeed Quadri | Jannat,Sony Music India,Hindi,2020s,Top Hit,154053722,651007,308,5:08,2025-04-09T07:40:24Z,-8C_2BBVWk8,https://www.youtube.com/watch?v=-8C_2BBVWk8
57,Kuch Kuch Hota Hai: Title Track | 4K Video | Shah Rukh Khan| Kajol| Rani| Alka Yagnik |Udit Narayan,Sony Music India,Hindi,2020s,Top Hit,284714279,1181854,309,5:09,2023-10-03T06:00:20Z,bKZTnnFU9HA,https://www.youtube.com/watch?v=bKZTnnFU9HA
58,New Song 2026 | New Hindi Song | Reh Gayi Tanhayi | Yash | Kriti Sanon | New Song,Gaurav Mali,Hindi,2020s,Popular,2046778,7286,247,4:07,2026-07-24T14:41:16Z,LsubNKJ-emA,https://www.youtube.com/watch?v=LsubNKJ-emA
59,"TAMMA TAMMA (Full Video) | Dhurandhar The Revenge | Ranveer Singh | Sanjay Dutt | Bappi L,Anuradha P",T-Series,Hindi,2020s,Very Popular,17276921,91151,220,3:40,2026-06-06T06:30:03Z,PQHeOb0Q9oo,https://www.youtube.com/watch?v=PQHeOb0Q9oo
60,Na Tum Jano Na Hum - Kaho Naa Pyaar Hai | Hrithik Roshan & Ameesha Patel | Lucky Ali |Rajesh Roshan,Zee Music Company,Hindi,2020s,Very Popular,61738671,146067,319,5:19,2024-12-26T02:30:32Z,eSxo4l-epv8,https://www.youtube.com/watch?v=eSxo4l-epv8
61,Ishq De Fanniyar - Female | Fukrey Returns | Pulkit Samrat & Priya Anand | Jyotica Tangri | Lyrical,Zee Music Company,Hindi,2020s,Very Popular,19946847,116435,180,3:00,2026-04-17T13:49:38Z,7SEFsalTzHQ,https://www.youtube.com/watch?v=7SEFsalTzHQ
62,"TAMMA TAMMA 8K Video Song | Dhurandhar The Revenge | Ranveer Singh, Sanjay Dutt | Bappi L,Anuradha P",T-Series,Hindi,2020s,Popular,2950007,20608,218,3:38,2026-07-15T11:30:07Z,bW2_vX38MFE,https://www.youtube.com/watch?v=bW2_vX38MFE
63,Barso Re - 8K/4K Music Video | Aishwarya Rai | A.R. Rahman | Shreya Ghoshal Guru | Monsoon Song,Sony Music India,Hindi,2020s,Popular,4630331,24988,287,4:47,2026-07-18T08:30:17Z,ufJQA2KUf4g,https://www.youtube.com/watch?v=ufJQA2KUf4g
64,Tum Hi Ho,Arijit Singh - Topic,English/International,2010s,Top Hit,198402026,1531821,262,4:22,2015-06-23T16:19:30Z,fsiPzT50ZiM,https://www.youtube.com/watch?v=fsiPzT50ZiM
65,"Tujhe Dekha Toh Song | Dilwale Dulhania Le Jayenge | Shah Rukh Khan, Kajol | Lata, Kumar Sanu | DDLJ",YRF,Hindi,2010s,Top Hit,309783924,1407318,314,5:14,2014-10-17T11:40:38Z,cNV5hLSa9H8,https://www.youtube.com/watch?v=cNV5hLSa9H8
66,"JAWAN: Chaleya (Hindi) | Shah Rukh Khan | Nayanthara | Atlee | Anirudh | Arijit S, Shilpa R | Kumaar",T-Series,Hindi,2020s,Top Hit,660649858,3900106,188,3:08,2023-08-14T06:19:10Z,VAdGW7QDJiU,https://www.youtube.com/watch?v=VAdGW7QDJiU
67,Hawa Hawa Full Song | Hassan Jahangir |  90's Songs | Ishtar Music,Ishtar Music,English/International,2010s,Top Hit,132834675,751160,376,6:16,2017-10-16T06:46:24Z,X8t8axbZnH8,https://www.youtube.com/watch?v=X8t8axbZnH8
68,"""Senorita Zindagi Na Milegi Dobara"" Full HD Video Song | Farhan Akhtar, Hrithik Roshan, Abhay Deol",T-Series,Hindi,2010s,Top Hit,172178634,793776,232,3:52,2012-09-22T13:48:30Z,yDv0WSgXJVg,https://www.youtube.com/watch?v=yDv0WSgXJVg
69,"Saree Ke Fall Sa - Full Video | Shahid, Sonakshi | Antara Mitra, Nakash Aziz | R...Rajkumar | Pritam",Sony Music India,Hindi,2010s,Top Hit,275187557,1402170,248,4:08,2014-03-14T09:50:23Z,EkxOXF9J77w,https://www.youtube.com/watch?v=EkxOXF9J77w
70,"Dard Karaara | Full Song | Dum Laga Ke Haisha, Ayushmann Khurrana, Bhumi, Kumar Sanu, Sadhana Sargam",YRF,Hindi,2010s,Top Hit,442977688,1528232,262,4:22,2015-03-13T12:32:59Z,2CeoFnb16l4,https://www.youtube.com/watch?v=2CeoFnb16l4
71,Barsaat Ke Mausam Mein | Naajayaz | Naseeruddin Shah | Kumar Sanu | Roop Kumar Rathod | Hindi Song,Bollywood Gaane,Hindi,2020s,Top Hit,115611820,416254,339,5:39,2024-07-11T02:30:30Z,iTIJMy5Bc7o,https://www.youtube.com/watch?v=iTIJMy5Bc7o
72,"Pehla Nasha Pehla khumar Full HD l Udit Narayan,Sadhana sargaml Jo jeeta wohi sikandar",Rakib Sultan Music,English/International,2020s,Top Hit,128219699,486791,259,4:19,2022-03-31T03:58:01Z,SBfPs-PMGTA,https://www.youtube.com/watch?v=SBfPs-PMGTA
73,"Dhoom Machale Song | DHOOM, Esha Deol, John Abraham, Abhishek, Uday, Sunidhi Chauhan, Pritam, Sameer",YRF,Hindi,2010s,Top Hit,425260228,1469875,301,5:01,2015-05-04T05:32:33Z,2uUmHTgT65I,https://www.youtube.com/watch?v=2uUmHTgT65I
74,"Dil To Pagal Hai Song | Shah Rukh Khan, Madhuri, Karisma, Akshay | Lata Mangeshkar, Udit Narayan",YRF,Hindi,2010s,Top Hit,575559611,1434266,347,5:47,2015-01-09T11:57:49Z,lZ2PhyBF3GQ,https://www.youtube.com/watch?v=lZ2PhyBF3GQ
75,"Saat Samundar Paar Main Tere | HD VIDEO SONG | Vishwatma 1992 | Sadhana Sargam, Sunny Deol, Divya",90smusically,English/International,2020s,Very Popular,19976200,92957,440,7:20,2024-10-14T10:35:45Z,BjJSw-jjf8w,https://www.youtube.com/watch?v=BjJSw-jjf8w
76,Panna Ki Tamanna Hai | Evergreen Bollywood Romantic Song | 70s Superhit | Motivation Rig,RetroBass India,Hindi,2020s,Very Popular,9860995,29206,306,5:06,2026-04-24T05:00:02Z,axYSSfnxRs0,https://www.youtube.com/watch?v=axYSSfnxRs0
77,Main Agar Saamne | Raaz | Dino Morea | Bipasha Basu | Abhijeet & Alka Yagnik | Hindi Hit Songs,Tips Official,Hindi,2010s,Top Hit,613077365,1961658,322,5:22,2010-02-22T06:25:18Z,B2aHXbnu9dI,https://www.youtube.com/watch?v=B2aHXbnu9dI
78,"Raataan Lambiyan - Lyric Video | Shershaah | Sidharth, Kiara | Tanishk B. | Jubin | Asees",Sony Music India,Hindi,2020s,Top Hit,791773945,3772058,234,3:54,2021-08-31T07:00:28Z,orYf6VDtj_k,https://www.youtube.com/watch?v=orYf6VDtj_k
79,"Sahiba Lyrics - Aditya Rikhari • saahiba, aaye ghar kaahe na",Vibe Bird,English/International,2020s,Top Hit,173651425,949784,190,3:10,2025-07-05T12:55:43Z,ZhhBlQC_5N8,https://www.youtube.com/watch?v=ZhhBlQC_5N8
80,"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",Tips Official,Hindi,2010s,Top Hit,915507054,4618672,334,5:34,2018-07-17T11:04:57Z,qfdShSZZxlg,https://www.youtube.com/watch?v=qfdShSZZxlg
81,"𝐊𝐚𝐥𝐚 𝐂𝐡𝐚𝐬𝐡𝐦𝐚 🕶️ | Baar Baar Dekho | Sidharth M & Katrina Kaif | Badshah, Neha Kakkar, Prem & Hardeep",Zee Music Company,Hindi,2010s,Top Hit,1195402585,4190007,174,2:54,2016-07-27T04:28:59Z,k4yXQkG2s1E,https://www.youtube.com/watch?v=k4yXQkG2s1E
82,Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,Jasleen Royal,English/International,2020s,Top Hit,503949569,3552499,199,3:19,2023-07-25T07:41:09Z,RLzC55ai0eo,https://www.youtube.com/watch?v=RLzC55ai0eo
83,Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar,T-Series,Hindi,2010s,Top Hit,1313106092,8610428,407,6:47,2018-05-23T05:31:53Z,TmRgK-pXH9c,https://www.youtube.com/watch?v=TmRgK-pXH9c
84,"Param Sundari - Full Song | Mimi | Kriti Sanon, Pankaj T | A.R. Rahman | Shreya | Amitabh",Sony Music India,Hindi,2020s,Top Hit,286802619,1249402,201,3:21,2021-10-08T08:37:11Z,nfNc0XJdZWk,https://www.youtube.com/watch?v=nfNc0XJdZWk
85,Shaan - Tanha Dil Tanha Safar (Music Video) | Popular Hindi Song,Universal Music India,Hindi,2020s,Popular,8570665,50857,241,4:01,2024-09-25T05:30:57Z,64KSVbMDr0c,https://www.youtube.com/watch?v=64KSVbMDr0c
86,"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES",T-Series,Hindi,2010s,Top Hit,1055286572,4339870,187,3:07,2015-02-19T06:35:14Z,zpsVpnvFfZQ,https://www.youtube.com/watch?v=zpsVpnvFfZQ
87,Agar Tum Saath Ho | Tamasha | Alka Yagnik Arijit Singh | Lyrics Song,Sankalp,English/International,2020s,Very Popular,45503436,414353,342,5:42,2023-03-25T17:20:19Z,dhY8jRNELUc,https://www.youtube.com/watch?v=dhY8jRNELUc
88,"O Meri Laila Lyrics - Atif Aslam, Jyotica Tangri | Laila Majnu | Trending Hindi Song",Vibe Bird,Hindi,2020s,Very Popular,11344726,80848,283,4:43,2024-08-23T13:19:05Z,6tFM-QTzmxU,https://www.youtube.com/watch?v=6tFM-QTzmxU
89,"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V",T-Series,Hindi,2010s,Top Hit,1345697292,6756329,267,4:27,2019-10-15T06:34:39Z,tLqtnGLfm4Q,https://www.youtube.com/watch?v=tLqtnGLfm4Q
90,'Sooraj Dooba Hain' FULL VIDEO SONG | Arijit singh Aditi Singh Sharma | T-SERIES,T-Series,Hindi,2010s,Top Hit,381159587,2130691,248,4:08,2015-02-19T06:02:51Z,nJZcbidTutE,https://www.youtube.com/watch?v=nJZcbidTutE
91,"Lyrical: Hamein Tumse Hua Hai Pyar |Alka Y|Udit N|Anu Malik|Sameer|Akshay Kumar,Divya Khosla Kumar",T-Series Bollywood Classics,Hindi,2010s,Top Hit,550584634,1635644,362,6:02,2019-09-15T09:30:02Z,siw7-MTgE4s,https://www.youtube.com/watch?v=siw7-MTgE4s
92,Full Video: Hookah Bar | Khiladi 786 | Akshay Kumar & Asin | Himesh Reshammiya,T-Series,Hindi,2010s,Top Hit,1024935917,3962296,175,2:55,2012-11-08T07:12:33Z,b4b1cMVZOUU,https://www.youtube.com/watch?v=b4b1cMVZOUU
93,Afghan Jalebi (Ya Baba) FULL VIDEO Song | Phantom | Saif Ali Khan Katrina Kaif Pritam Asrar T-Series,T-Series,Hindi,2010s,Top Hit,676554172,2715183,206,3:26,2015-09-25T13:23:20Z,zC3UbTf4qrM,https://www.youtube.com/watch?v=zC3UbTf4qrM
94,Subha Hone Na De,Pritam - Topic,English/International,2010s,Top Hit,165754024,825146,289,4:49,2014-06-09T22:40:00Z,_wMsvhz8YSk,https://www.youtube.com/watch?v=_wMsvhz8YSk
95,Bairan 💗 New Haryanvi Song| Heart Touching Love Story | Viral Song 2026 #bairan #bairansong,Awaaj De,English/International,2020s,Very Popular,10163784,0,294,4:54,2026-04-08T10:44:00Z,-MPHg4wPiyg,https://www.youtube.com/watch?v=-MPHg4wPiyg
