id,title,artist_channel,language,era,popularity,views,likes,duration_seconds,duration,published_at,youtube_video_id,youtube_url
885,New Song | Sailaab | Ranveer Singh | Sara Arjun | New Hindi Song | New Song 2026,Gaurav Mali,Hindi,2020s,Popular,1764987,6974,247,4:07,2026-03-09T14:55:53Z,9XojMNF4LQc,https://www.youtube.com/watch?v=9XojMNF4LQc
886,New Song 2026 | Dil Pe Tera | Ariyan Khan| Rashmika Mandhana| New Hindi Song | Romantic Song 2026,Prakash Jojawar,Hindi,2020s,Popular,2683009,11438,276,4:36,2026-05-28T02:12:06Z,s3giv3r7DKE,https://www.youtube.com/watch?v=s3giv3r7DKE
887,New Song 2026 | New Hindi Song | Ab Soch Liya Dil Ne | Shahid Kapoor | Kriti Sanon | New Song,Music World,Hindi,2020s,Popular,2700371,11451,223,3:43,2026-05-20T13:04:29Z,R9Jbt4l0RWI,https://www.youtube.com/watch?v=R9Jbt4l0RWI
888,New Song 2026 | New Hindi Song | Oh Sanam Oh Sanam | Emraan Hashmi |Disha Patani| Bollywood New Song,Prakash Jojawar,Hindi,2020s,Medium,923554,6913,295,4:55,2026-08-17T02:16:59Z,d7LFRr10Puc,https://www.youtube.com/watch?v=d7LFRr10Puc
889,Panna ki tamnna hai | new version | classic evergreen hindi song | heera panna #90s #bollywood,ASTAMANI - Music,Hindi,2020s,Very Popular,9756045,60742,265,4:25,2026-04-18T12:30:04Z,U4mkLy4V7AQ,https://www.youtube.com/watch?v=U4mkLy4V7AQ
890,New Song 2026 | Phir Kabhi | Shahid Kapoor | Kriti Sanon | New Hindi Song | Romantic Hindi Song,Mr.MuzikVala,Hindi,2020s,Popular,3452972,20050,291,4:51,2026-04-21T01:59:01Z,sOeZfxvFu1E,https://www.youtube.com/watch?v=sOeZfxvFu1E
891,New Song 2026 | New Hindi Song | Dill Ne Tujhe Apna Kahaa | Emraan Hashmi | Disha Patani | New Song,Gaurav Mali,Hindi,2020s,Medium,615815,2611,209,3:29,2026-07-04T14:30:24Z,ZMyKUk6yjJA,https://www.youtube.com/watch?v=ZMyKUk6yjJA
892,New Song 2026 |Teri Nashili Aday| Ariyan Khan |Rashmika Mandanna| New Hindi Song|Romantic Song 2026,Prakash Jojawar,Hindi,2020s,Popular,1854210,8713,326,5:26,2026-04-07T02:13:06Z,SYTN6ylmHYk,https://www.youtube.com/watch?v=SYTN6ylmHYk
893,New Song 2026 | New Hindi Song | Dard Mila Hai | Yash | Tara Sutaria | New Song,Gaurav Mali,Hindi,2020s,Medium,709325,2799,231,3:51,2026-07-21T14:34:10Z,3wY4barw-IE,https://www.youtube.com/watch?v=3wY4barw-IE
894,New Song 2026 | Dil Ki Gali | Ranveer Singh | Sara Arjun | New Hindi Song 2026 | Romantic Song 2026,Prakash Jojawar,Hindi,2020s,Popular,2493919,11997,277,4:37,2026-06-06T02:10:06Z,NwCuKozZ-cQ,https://www.youtube.com/watch?v=NwCuKozZ-cQ
895,"Wow | Hai Jawani Toh Ishq Hona Hai | Varun, Mrunal, Pooja | Tanishk | Harrdy | Kiran | Rony | Gill",Tips Official,Hindi,2020s,Very Popular,41057865,159566,164,2:44,2026-04-24T05:30:07Z,SzTmJklgIM8,https://www.youtube.com/watch?v=SzTmJklgIM8
896,New Song 2026 | Dil Tujhpe Aa| Emran Hashmi |Raashii Khanna  | New Hindi Song | Romantic Song 2026,Prakash Jojawar,Hindi,2020s,Popular,1279308,6544,297,4:57,2026-04-09T02:13:06Z,KJUV_u1XcSg,https://www.youtube.com/watch?v=KJUV_u1XcSg
897,New Song 2026 | New Hindi Song | Chahat Ka Mausam | Romantic Songs | Emotional Songs | New Songs,Vatsal Bhoya,Hindi,2020s,Medium,649852,2187,260,4:20,2026-07-17T02:32:11Z,4owqs51u1kM,https://www.youtube.com/watch?v=4owqs51u1kM
898,New Song 2026 | New Hindi Song | Khafaa Hai Dil | Emraan Hashmi | Disha Patani | New Song,Gaurav Mali,Hindi,2020s,Medium,756919,3100,259,4:19,2026-08-14T14:30:06Z,mlIVDl_POso,https://www.youtube.com/watch?v=mlIVDl_POso
899,New Song 2026 | New Hindi Song | Dil Haar Gaya | Yash | Kiara Advani | New Song,Gaurav Mali,Hindi,2020s,Medium,619368,2172,253,4:13,2026-08-08T14:53:25Z,vmzlbLNklog,https://www.youtube.com/watch?v=vmzlbLNklog
900,New Song - Tum Mere Sath Ho | New Song 2026 | New Hindi Song | Romantic Song | New Video,Music World,Hindi,2020s,Popular,1137332,4223,254,4:14,2026-06-05T12:59:52Z,7BJlUXUXLnQ,https://www.youtube.com/watch?v=7BJlUXUXLnQ
901,New Song 2026 | New Hindi Song | Meri Aashiqui | Ranveer Singh | Sara Arjun | Romantic | New Song,Music World,Hindi,2020s,Popular,1767069,7047,181,3:01,2026-03-14T12:06:01Z,vqaS0DgAoGQ,https://www.youtube.com/watch?v=vqaS0DgAoGQ
902,New Song 2026 | New Hindi Song | Phir Bhula Dena | Emraan Hashmi | Disha Patani | New Song,Gaurav Mali,Hindi,2020s,Popular,1041372,3541,240,4:00,2026-07-15T15:03:28Z,3nD5iaOpDO4,https://www.youtube.com/watch?v=3nD5iaOpDO4
903,Ucha Lamba Kad Forever | Welcome to the Jungle | Akshay Kumar | Disha Patani | Vikram Montrose,Times Music,English/International,2020s,Very Popular,62129419,370310,227,3:47,2026-06-01T05:46:03Z,3CDOd4GdcUQ,https://www.youtube.com/watch?v=3CDOd4GdcUQ
904,"Shararat | Dhurandhar | Ranveer, Aditya Dhar, Shashwat, Jasmine, Madhubanti, Ayesha, Krystle",Saregama Music,Hindi,2020s,Top Hit,820629063,2874816,229,3:49,2025-12-09T09:33:03Z,YyepU5ztLf4,https://www.youtube.com/watch?v=YyepU5ztLf4
905,"Tu Hi Disda - Bhooth Bangla | Akshay Kumar & Wamiqa Gabbi | Pritam, Arijit Singh, Nikhita G, Kumaar",Zee Music Company,Hindi,2020s,Very Popular,56336547,433424,232,3:52,2026-03-24T08:05:06Z,4jO8EWJutfE,https://www.youtube.com/watch?v=4jO8EWJutfE
906,"Massacre Song | Music Video | ALPHA | Alia Bhatt, Sharvari | Rohansh & Abeer, Shilpa, Jonita, Kausar",YRF,Hindi,2020s,Very Popular,9260077,89615,175,2:55,2026-07-07T05:30:06Z,q5HK8lXE_aE,https://www.youtube.com/watch?v=q5HK8lXE_aE
907,"Madhosh | Toxic (Hindi) | Rocking Star Yash, Tara Sutaria | Tanishk, Arslan, Faheem, Siddharth, Syed",Zee Music Company,Hindi,2020s,Very Popular,42026015,149457,195,3:15,2026-07-21T06:03:04Z,CxN85kBZiI8,https://www.youtube.com/watch?v=CxN85kBZiI8
908,"ROOP DI RANI (Song) | PATI PATNI AUR WOH DO | Ayushmann,Wamiqa,Sara,Rakul,Guru R,Tanishk,Heer,Rajesh",T-Series,Hindi,2020s,Very Popular,29500377,79139,148,2:28,2026-04-22T07:34:55Z,F7kP6phFY5M,https://www.youtube.com/watch?v=F7kP6phFY5M
909,"Tabaahi 🔥| Toxic (Hindi) | Rocking Star Yash, Kiara Advani, Tara Sutaria| Vishal Mishra, Raj Shekhar",Zee Music Company,Hindi,2020s,Very Popular,55409356,383979,269,4:29,2026-07-08T06:03:03Z,h1kihH0l8iQ,https://www.youtube.com/watch?v=h1kihH0l8iQ
910,"Lutt Le Gaya - Lyrical | Dhurandhar | Ranveer Singh, Akshaye Khanna, Shashwat Sachdev, Simran C",Saregama Music,Hindi,2020s,Top Hit,115119192,570906,258,4:18,2026-02-16T10:08:04Z,czgm5uaO3gI,https://www.youtube.com/watch?v=czgm5uaO3gI
911,"Yeh Awarapan | Emraan Hashmi, Disha Patani | Vishesh Bhatt | Amaal, Arijit, Rashmi Virag| Awarapan 2",Sony Music India,Hindi,2020s,Very Popular,81313929,375629,198,3:18,2026-07-21T05:41:25Z,I9tX-lFUTrw,https://www.youtube.com/watch?v=I9tX-lFUTrw
912,"Ve Junoon | Awarapan 2 | Emraan Hashmi, Disha Patani | Vishesh Bhatt | Mithoon, Sayeed Q., Subodhh",Sony Music India,Hindi,2020s,Very Popular,38955296,367064,223,3:43,2026-07-07T05:41:05Z,HX1EXb5kWwY,https://www.youtube.com/watch?v=HX1EXb5kWwY
913,"Tujhko (Video) Shahid, Rashmika, Kriti | Pritam, Arijit Singh, Sunidhi C, Amitabh B | Cocktail 2",Universal Music India,English/International,2020s,Very Popular,29083959,206911,216,3:36,2026-05-25T05:15:08Z,xCHsyht5eac,https://www.youtube.com/watch?v=xCHsyht5eac
914,"Maskara | Main Vaapas Aaunga |@ARRahman| Imtiaz Ali, Irshad Kamil, Vedang Raina, Nilanjana, Sharvari",Tips Official,Hindi,2020s,Very Popular,33677074,164674,214,3:34,2026-05-05T05:30:11Z,DgKHBJWYpFs,https://www.youtube.com/watch?v=DgKHBJWYpFs
915,"Teri Bekaraari Mein (Official Video) | Emraan Hashmi, Disha Patani | New Hindi Romantic Song 2026",Ekram Pradhan,Hindi,2020s,Popular,3230861,22128,291,4:51,2026-07-16T14:35:04Z,iHW9uLGu7T0,https://www.youtube.com/watch?v=iHW9uLGu7T0
916,Alpha Movie New Song BAM BAM (2026) | Official Music  | New Hindi Action Song | Classic Filmi Era,Classic Filmi Era,Hindi,2020s,Popular,1204948,9833,158,2:38,2026-07-08T14:30:39Z,d5M415OA0ng,https://www.youtube.com/watch?v=d5M415OA0ng
917,LAAVAN (Music Video) Jasmine Sandlas | Mofusion | Pro Media,Jasmine Sandlas,English/International,2020s,Very Popular,62257881,454386,187,3:07,2024-12-11T04:37:40Z,OxXKDGO-MYQ,https://www.youtube.com/watch?v=OxXKDGO-MYQ
918,"HUMNE WAHIN LAGAYA DIL | PATI PATNI AUR WOH DO | Ayushmann,Badshah,Krish-Kishore Mondal,Kunaal,Devv",T-Series,Hindi,2020s,Very Popular,17786342,108447,169,2:49,2026-05-06T05:30:07Z,YGP_TmZrG7M,https://www.youtube.com/watch?v=YGP_TmZrG7M
919,Moonlight | Yo Yo Honey Singh feat. Priceless | Full Video,Yo Yo Honey Singh,English/International,2020s,Very Popular,12132958,232093,187,3:07,2026-08-06T05:30:07Z,JF42RpxAEko,https://www.youtube.com/watch?v=JF42RpxAEko
920,Champagne Song | ALPHA | Sharvari | Rohansh & Abeer | Akasa | Anvitaa Dutt,YRF,Hindi,2020s,Popular,5312897,67884,173,2:53,2026-07-14T05:30:35Z,YwlndOd4xLE,https://www.youtube.com/watch?v=YwlndOd4xLE
921,Tu Mileya (Song) | Akhil Sachdeva | Tarun Kinra | Khushi Saraswat | Showkidd | Bhushan Kumar,T-Series,Hindi,2020s,Popular,7173998,53769,192,3:12,2026-06-23T09:00:03Z,xT9ma1ypEEA,https://www.youtube.com/watch?v=xT9ma1ypEEA
922,"Vallah (Official Video) Shahid, Kriti, Rashmika | Pritam, Bayanni, Harrdy S, Amitabh B | Cocktail 2",Universal Music India,English/International,2020s,Very Popular,15925011,99403,137,2:17,2026-06-09T05:41:02Z,JBOkML4Ld9g,https://www.youtube.com/watch?v=JBOkML4Ld9g
923,"Tere Paas Main|Main Vaapas Aaunga|@diljitdosanjh,@ARRahman,Imtiaz Ali,Irshad,Vedang,Sharvari,Deepali",Tips Official,Punjabi,2020s,Very Popular,10328953,101502,149,2:29,2026-06-18T10:30:17Z,rNXmANj72ps,https://www.youtube.com/watch?v=rNXmANj72ps
924,"Poison Baby | Thamma | Malaika A, Ayushmann K, Rashmika M | Sachin-Jigar,Jasmine S, Divya, Amitabh B",Universal Music India,English/International,2020s,Top Hit,139832096,701988,183,3:03,2025-10-13T14:20:13Z,JYRtKF4wknQ,https://www.youtube.com/watch?v=JYRtKF4wknQ
925,"Deewane Hain | Welcome to the Jungle | Amruta Fadnavis, Anand Raaj Anand | In Cinemas Now",Times Music,English/International,2020s,Popular,7586616,41200,239,3:59,2026-06-18T06:36:04Z,14IA7mkz5Aw,https://www.youtube.com/watch?v=14IA7mkz5Aw
926,"O'Romeo: Paan Ki Dukaan (Song) | Shahid K,Disha P| Sajid N | Vishal B |Gulzar |Sukhwinder S |Rekha B",T-Series,Hindi,2020s,Very Popular,35730259,289986,156,2:36,2026-02-06T13:30:05Z,JJRuseHsoVk,https://www.youtube.com/watch?v=JJRuseHsoVk
927,"Musafir Cafe: Darmiyaan (Lyrical) | Vikrant Massey,Vedika,Mahima | Rekha Bhardwaj,Raghav K,Amrita S",T-Series,Hindi,2020s,Popular,8219390,43524,281,4:41,2026-07-28T12:31:59Z,cBJWmHOnBUo,https://www.youtube.com/watch?v=cBJWmHOnBUo
928,"Tamma Tamma (Lyrical) | Dhurandhar The Revenge |Ranveer Singh|Bappi Lahiri,Anuradha Paudwal,Indeevar",T-Series,Hindi,2020s,Very Popular,36882663,155048,259,4:19,2026-04-02T07:00:08Z,SSofpP1_6F0,https://www.youtube.com/watch?v=SSofpP1_6F0
929,Tiger Shroff's NEW Hindi Love Song 2026 With Kiara Advani Is OUT NOW❤️,LoveBite,Hindi,2020s,Popular,2036707,12735,256,4:16,2026-04-07T11:22:10Z,s1syOfiXNeo,https://www.youtube.com/watch?v=s1syOfiXNeo
930,"Dhamaal 4: CHATNI (Song) | Ajay Devgn, Arshad,Ritiesh, Jaaved, Ravi Kishan | Neelkamal, Aditya,Mamta",T-Series,Hindi,2020s,Very Popular,24494804,145702,144,2:24,2026-06-15T05:42:33Z,gZWLEm4JLQk,https://www.youtube.com/watch?v=gZWLEm4JLQk
931,"Jab Talak (First Look) Shahid, Kriti, Rashmika | Pritam, Arijit Singh, Amitabh, Akasa | Cocktail 2",Universal Music India,English/International,2020s,Very Popular,28945473,198018,110,1:50,2026-04-08T07:07:16Z,W8MfxpJ-EfE,https://www.youtube.com/watch?v=W8MfxpJ-EfE
932,JUGNI - Jacqueline Fernandez | Sonu Thukral | B Praak | Arvvindr S Khaira,SТ Мusic,Punjabi,2020s,Very Popular,23821057,137222,180,3:00,2026-07-18T09:08:18Z,SF9pRQc_fls,https://www.youtube.com/watch?v=SF9pRQc_fls
933,"Dhun Song | Saiyaara | Ahaan Panday, Aneet Padda | Mithoon | Arijit Singh",YRF,Hindi,2020s,Top Hit,272402033,1394905,213,3:33,2025-07-01T05:30:05Z,cUmUOb7j3dc,https://www.youtube.com/watch?v=cUmUOb7j3dc
934,New Song 2026 | Raat Teri Yaadon | Tiger Shroff | Sonam Bajwa| New Hindi Song | Romantic Song 2026,Prakash Jojawar,Hindi,2020s,Popular,4396475,20909,406,6:46,2026-04-21T02:13:06Z,wURGzfP6cHw,https://www.youtube.com/watch?v=wURGzfP6cHw
935,AADAT (Official Video): YO YO HONEY SINGH | AP DHILLON | VAANI KAPOOR | 51 GLORIOUS DAYS | BHUSHAN K,T-Series,Punjabi,2020s,Very Popular,87802836,863805,223,3:43,2025-12-22T05:30:08Z,lcw4TDMBjZA,https://www.youtube.com/watch?v=lcw4TDMBjZA
936,"Jag Se Laaj (Video) | Shahid, Kriti, Rashmika | Pritam, Shilpa, Aarvan, WiSH, Amitabh B | Cocktail 2",Universal Music India,English/International,2020s,Popular,6772410,30901,214,3:34,2026-06-20T05:30:09Z,D1F-6BbhYAo,https://www.youtube.com/watch?v=D1F-6BbhYAo
937,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",Arijit Singh - Topic,English/International,2010s,Very Popular,54965100,362844,290,4:50,2017-02-18T06:16:01Z,FO9rBogdRRQ,https://www.youtube.com/watch?v=FO9rBogdRRQ
938,Satranga,Arijit Singh - Topic,English/International,2020s,Very Popular,56468611,311176,272,4:32,2023-10-27T11:04:47Z,YCwP7X42wfw,https://www.youtube.com/watch?v=YCwP7X42wfw
939,Soch Na Sake,Arijit Singh - Topic,English/International,2020s,Popular,1619441,13501,282,4:42,2020-07-01T01:42:27Z,g05xrh4EV20,https://www.youtube.com/watch?v=g05xrh4EV20
940,Dhun (Movie: Saiyaara),Arijit Singh - Topic,English/International,2020s,Very Popular,44793979,299326,277,4:37,2025-07-01T05:33:04Z,Wqu4MRQOgyo,https://www.youtube.com/watch?v=Wqu4MRQOgyo
941,"Aashiqui 2: Aasan Nahin Yahan 8K Full Video Song | Arijit Singh | Aditya Roy Kapur, Shraddha Kapoor",T-Series,Hindi,2020s,Very Popular,12225277,76652,215,3:35,2026-04-20T13:00:23Z,aNToVeBBKn4,https://www.youtube.com/watch?v=aNToVeBBKn4
942,"Chhod Diya (Lyrics) - Arijit Singh, Kanika Kapoor | Baazaar",Musicroo,English/International,2020s,Top Hit,166814745,2108859,320,5:20,2020-10-11T06:33:23Z,KMz2pTfRIxw,https://www.youtube.com/watch?v=KMz2pTfRIxw
943,Sanam Re,Arijit Singh - Topic,English/International,2020s,Popular,5179085,60570,310,5:10,2020-05-24T07:53:58Z,utU4laPPKls,https://www.youtube.com/watch?v=utU4laPPKls
944,Badshah X Arijit Singh - Soulmate (Live Video) | Ek THA RAJA,Badshah,English/International,2020s,Top Hit,144264873,1410612,213,3:33,2024-04-12T10:41:02Z,k3ijQJjUbTs,https://www.youtube.com/watch?v=k3ijQJjUbTs
945,"""Tum Hi Ho"" Aashiqui 2 Full Song With Lyrics | Aditya Roy Kapur, Shraddha Kapoor",T-Series,Hindi,2010s,Top Hit,501075901,3390482,268,4:28,2013-04-04T12:32:37Z,Umqb9KENgmk,https://www.youtube.com/watch?v=Umqb9KENgmk
946,Mann Jogiya - Official Video #ArijitSingh #IshitaVishwakarma #Anique #Dheeraj | Pyaar Hai Toh Hai,Ultra Music,English/International,2020s,Top Hit,154101015,864732,261,4:21,2023-09-25T05:30:12Z,2oK_SyDC6pU,https://www.youtube.com/watch?v=2oK_SyDC6pU
947,Saware Full AUDIO Song - Arijit Singh | Phantom | T-Series,T-Series,Hindi,2010s,Top Hit,110167237,855632,322,5:22,2015-08-10T06:59:32Z,CsOsmgUmT9U,https://www.youtube.com/watch?v=CsOsmgUmT9U
948,"Full Song: Tujhe Kitna Chahne Lage | Kabir Singh | Mithoon Feat. Arijit Singh | Shahid K, Kiara A",T-Series,Hindi,2010s,Top Hit,296786724,2591578,219,3:39,2019-07-04T06:48:51Z,AgX2II9si7w,https://www.youtube.com/watch?v=AgX2II9si7w
949,Sanam Re - Arijit Singh (Lyrics) | Lyrical Bam Hindi,LYRICAL BAM HINDI,Hindi,2020s,Popular,8908624,74062,270,4:30,2025-05-19T10:30:37Z,liSbkrbNj6Y,https://www.youtube.com/watch?v=liSbkrbNj6Y
950,"Khamoshiyan - Title Track | Khamoshiyan | Arijit Singh | Ali Fazal, Sapna Pabbi, Gurmeet C | MusicX",MusicX - The Way of Entertainment,English/International,2020s,Very Popular,43769208,221279,362,6:02,2023-01-28T14:28:45Z,KI9fXv2qQ40,https://www.youtube.com/watch?v=KI9fXv2qQ40
951,"Kasturi (From ""Amar Prem Ki Prem Kahani"")",Arijit Singh - Topic,English/International,2020s,Very Popular,21385414,223849,233,3:53,2024-09-16T10:00:22Z,OBhN_FwzFEg,https://www.youtube.com/watch?v=OBhN_FwzFEg
952,Arijit Singh: Sitaare (Audio) | Ikkis | Soulful Arijit Singh,Soulful Arijit Singh 2.0,English/International,2020s,Very Popular,10234531,117149,243,4:03,2025-12-03T12:48:21Z,FSFCxQIn_Gg,https://www.youtube.com/watch?v=FSFCxQIn_Gg
953,"Mast Magan Full Song with Lyrics | 2 States | Arijit Singh | Arjun Kapoor, Alia Bhatt",T-Series,Hindi,2010s,Top Hit,169455925,891048,281,4:41,2014-03-28T09:49:16Z,fXRvluHnjxE,https://www.youtube.com/watch?v=fXRvluHnjxE
954,Arijit Singh | Muskurane Ki Wajah Tum Ho (Lyrical Video) Rajkummar Rao | Jeet Gannguli | CityLights,Sony Music India,Hindi,2020s,Very Popular,62563190,315857,341,5:41,2024-11-18T11:25:16Z,2ltGXfmI6mk,https://www.youtube.com/watch?v=2ltGXfmI6mk
955,Ye Fitoor Mera - Arijit Singh (Lyrics) | Lyrical Bam Hindi,LYRICAL BAM HINDI,Hindi,2020s,Popular,3766754,23873,285,4:45,2025-06-06T10:30:15Z,OsLlPMQ9Uds,https://www.youtube.com/watch?v=OsLlPMQ9Uds
956,"Aayat - Lyrical Video | Bajirao Mastani | Arijit Singh | Ranveer, Deepika | Sanjay Leela Bhansali",Sony Music India,Hindi,2010s,Top Hit,126391816,877878,248,4:08,2016-01-14T07:32:21Z,vKDsAB1ccn0,https://www.youtube.com/watch?v=vKDsAB1ccn0
957,Arijit Singh: ISHQ MUBARAK Full Song WIth Lyrics | Tum Bin 2,T-Series,Hindi,2010s,Top Hit,203624403,1232950,308,5:08,2016-10-20T08:34:48Z,RA5YzeKn59M,https://www.youtube.com/watch?v=RA5YzeKn59M
958,"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series",T-Series,Hindi,2010s,Top Hit,663694970,3639952,259,4:19,2017-05-23T11:58:11Z,vc-KxBjIbgI,https://www.youtube.com/watch?v=vc-KxBjIbgI
959,Tere Bina (Lyrical) - Arijit Singh | Zareen Khan & Karan Kundrra | Aakanksha S | Asad Khan | 1921,Soulful Arijit Singh Songs,English/International,2020s,Very Popular,38326790,354214,262,4:22,2025-03-21T11:30:11Z,KQtMPONdxGs,https://www.youtube.com/watch?v=KQtMPONdxGs
960,"Soch Na Sake FULL VIDEO SONG | AIRLIFT | Akshay Kumar, Nimrat Kaur | Arijit Singh, Tulsi Kumar",T-Series,Hindi,2010s,Top Hit,403531976,2123591,261,4:21,2016-02-04T12:39:30Z,MRtRcTfszjY,https://www.youtube.com/watch?v=MRtRcTfszjY
961,"Chal Wahan Jaate Hain Full Song with LYRICS - Arijit Singh | Tiger Shroff, Kriti Sanon | T-Series",T-Series,Hindi,2010s,Top Hit,99568916,1070187,327,5:27,2015-07-24T12:59:35Z,MVpAAJzPEds,https://www.youtube.com/watch?v=MVpAAJzPEds
962,"Dil Jhoom | Gadar 2 | Arijit Singh | Sunny Deol, Utkarsh Sharma, Simratt K | Mithoon, Sayeed Quadri",Zee Music Company,Hindi,2020s,Top Hit,186539899,1307045,321,5:21,2023-08-12T11:02:25Z,BsqrmY91nUQ,https://www.youtube.com/watch?v=BsqrmY91nUQ
963,"Hai Dil Ye Mera Full Video Song | Arijit Singh | Hate Story 2 | Jay Bhanushali, Surveen Chawla",T-Series,Hindi,2010s,Top Hit,281734191,1815213,319,5:19,2014-08-02T09:55:08Z,iF6L0mB1bEA,https://www.youtube.com/watch?v=iF6L0mB1bEA
964,Sukoon Mila Full Video | Mary Kom | Priyanka Chopra & Darshan Gandas | Arijit Singh | HD,Zee Music Company,Hindi,2010s,Top Hit,109261882,869161,234,3:54,2014-11-13T09:38:27Z,rRx88tN2LYo,https://www.youtube.com/watch?v=rRx88tN2LYo
965,"Khawne Gorachand, Khawne Kaalaa | লহ গৌরাঙ্গের নাম রে | Arijit Singh | ID | Ritam | Srijit | SVF,DCM",SVF,English/International,2020s,Very Popular,28204126,285134,256,4:16,2025-12-21T05:30:22Z,guv_YlxJIHo,https://www.youtube.com/watch?v=guv_YlxJIHo
966,Arijit Singh - Neki Ki Raah (Lyrical) | Mithoon | Best Motivational Song,Soulful Arijit Singh Songs,English/International,2020s,Popular,6360469,65962,300,5:00,2025-03-15T13:45:15Z,HJQ7Xnx6aHA,https://www.youtube.com/watch?v=HJQ7Xnx6aHA
967,"Sajni (Song): Arijit Singh, Ram Sampath | Laapataa Ladies | Aamir Khan Productions",T-Series,Hindi,2020s,Top Hit,218915287,1234221,146,2:26,2024-02-12T05:30:25Z,k3g_WjLCsXM,https://www.youtube.com/watch?v=k3g_WjLCsXM
968,"Mast Magan FULL Video Song | 2 States | Arijit Singh | Arjun Kapoor, Alia Bhatt",T-Series,Hindi,2010s,Top Hit,116681836,1004849,224,3:44,2014-05-16T06:13:37Z,xitd9mEZIHk,https://www.youtube.com/watch?v=xitd9mEZIHk
969,"Lyrical: Uska Hi Banana | 1920 Evil Returns | Arijit Singh | Aftab Shivdasani, Tia Bajpai",T-Series,Hindi,2010s,Top Hit,480778524,2947593,348,5:48,2018-12-17T04:30:02Z,q-RP99S_qK0,https://www.youtube.com/watch?v=q-RP99S_qK0
970,"Itni Si Baat Hain Full Video Song | AZHAR | Emraan Hashmi, Prachi Desai | Arijit Singh, Pritam",T-Series,Hindi,2010s,Top Hit,152001418,1097700,210,3:30,2016-05-24T04:30:01Z,tucWbkH5WX0,https://www.youtube.com/watch?v=tucWbkH5WX0
971,"Tu Hi Hai Aashiqui – Lyrical Video | Arijit Singh | Harman, Ayesha | Palash Muchhal | Dishkiyaoon",SonyMusicIndiaVEVO,English/International,2020s,Very Popular,13058155,74904,301,5:01,2025-12-30T08:00:21Z,I5WX0VoOBaQ,https://www.youtube.com/watch?v=I5WX0VoOBaQ
972,"Fhir Bhi Tumko Chaahunga (Full Song) Arijit Singh, movie Half girlfriend",Melody Beats,English/International,2020s,Popular,2160509,19421,378,6:18,2024-05-10T11:15:10Z,UX02Qawvu1I,https://www.youtube.com/watch?v=UX02Qawvu1I
973,"Darkhaast - Arijit Singh, Sunidhi Chauhan  (Lyrics)",TuneInk,English/International,2020s,Popular,1067247,0,375,6:15,2026-07-20T10:30:11Z,KZiCOZCRpek,https://www.youtube.com/watch?v=KZiCOZCRpek
974,"PHIR SE (Video) | Dhurandhar The Revenge |Ranveer Singh|Shashwat Sachdev,Arijit S,Irshad K|Aditya D",T-Series,Hindi,2020s,Very Popular,32622412,269101,228,3:48,2026-03-25T08:31:02Z,Ans8Y59cvds,https://www.youtube.com/watch?v=Ans8Y59cvds
975,Seene se tum mere aake laag jaona ( Lyrics ) | Arijit Singh |,MrCrazy vine,English/International,2020s,Very Popular,10970842,165057,168,2:48,2020-07-22T09:27:58Z,kNXKW4Toq_A,https://www.youtube.com/watch?v=kNXKW4Toq_A
976,OONCHI OONCHI DEEWAREIN (Full Song) - Yaariyan 2 | Arijit Singh | Manan Bhardwaj,Sangam Lyrics 💕,English/International,2020s,Popular,2932256,25791,254,4:14,2023-09-20T19:29:23Z,O88a-6TKHe0,https://www.youtube.com/watch?v=O88a-6TKHe0
977,"""Milne Hai Mujhse Aayi Aashiqui 2"" Full Video Song | Aditya Roy Kapur, Shraddha Kapoor",T-Series,Hindi,2010s,Top Hit,298100617,2658033,221,3:41,2013-05-18T11:00:16Z,GtPvCa3vvxA,https://www.youtube.com/watch?v=GtPvCa3vvxA
978,Dhoop mein tujhse thandak | Arijit singh song | O heeriye meri sun zara full song,Arijit's World,English/International,2020s,Very Popular,28591237,342302,290,4:50,2022-05-06T07:30:01Z,p1ZrlCer3FA,https://www.youtube.com/watch?v=p1ZrlCer3FA
979,"Samjhawan - 8K/4K Music Video | Arijit Singh, Shreya G | Varun D, Alia | Humpty Sharma Ki Dulhania",Sony Music India,Hindi,2020s,Popular,2171240,16690,185,3:05,2026-07-11T08:30:20Z,KXs2zgqLpVk,https://www.youtube.com/watch?v=KXs2zgqLpVk
980,"Hawayein - Lyrical Video | Jab Harry Met Sejal | Shah Rukh Khan, Anushka | Arijit Singh | Pritam",Sony Music India,Hindi,2010s,Top Hit,599129357,3049850,292,4:52,2017-08-24T07:00:02Z,cYOB941gyXI,https://www.youtube.com/watch?v=cYOB941gyXI
981,"Tera Chehra - Lyric Video | Arijit Singh | Himesh R | Harshvardhan, Mawra | Sanam Teri Kasam",Sony Music India,Hindi,2020s,Top Hit,162686159,926473,278,4:38,2025-02-08T06:30:17Z,LOmC1dlZ2BE,https://www.youtube.com/watch?v=LOmC1dlZ2BE
982,"Arijit Singh: Raanjhana (Lyrics) | Priyank Sharmaaa, Hina Khan | Asad Khan, Requeeb Alam",Musicroo,English/International,2010s,Popular,7166762,133036,272,4:32,2019-12-12T07:15:09Z,LaBCV24ol_M,https://www.youtube.com/watch?v=LaBCV24ol_M
